age,study_hours,attendance,math,science,english,previous,final_marks
20,8.02,76.33,80,61,31,76,66.36
19,10.74,91.63,49,44,56,43,59.38
20,5.66,95.3,95,25,21,48,61.42
23,9.51,40.76,97,63,22,91,65.77
18,11.69,62.18,87,27,64,35,62.6
22,4.95,55.44,95,53,58,36,67.06
21,5.46,74.08,59,60,96,42,68.32
16,10.96,77.97,84,20,73,75,66.7
22,2.76,99.99,56,22,97,62,56.11
22,1.31,70.77,83,71,37,70,66.18
16,11.0,73.09,20,96,32,58,62.4
24,10.04,64.86,34,62,33,36,47.08
21,11.7,48.86,32,66,60,83,64.24
17,1.64,58.2,48,38,59,40,48.45
20,2.72,54.82,74,89,90,71,80.18
19,2.16,88.07,64,66,67,34,69.88
22,8.52,72.75,23,97,29,76,61.22
23,7.67,57.77,83,24,73,31,60.9
16,4.95,69.35,34,83,54,72,55.81
20,1.63,53.13,67,64,43,33,60.42
18,8.04,51.11,95,83,68,92,95.03
16,7.27,91.6,75,64,61,88,74.12
18,2.24,96.69,89,55,94,59,64.28
21,11.0,44.8,34,28,93,31,57.08
22,3.19,85.89,58,42,69,72,64.8
23,9.18,67.2,88,51,40,47,66.49
19,10.74,63.34,98,64,47,53,72.82
18,7.37,81.36,79,47,74,66,75.78
20,3.72,55.98,63,71,46,59,67.18
24,4.4,41.23,62,30,87,88,60.79
21,10.74,52.84,23,38,25,52,45.79
24,4.28,51.1,96,83,77,59,77.5
21,9.21,42.04,69,84,25,70,74.14
17,11.89,59.28,58,92,79,80,83.04
20,12.0,68.47,73,76,38,44,68.6
24,6.87,84.15,42,85,80,85,73.11
23,10.09,59.54,79,23,36,94,62.63
22,11.89,51.67,99,48,68,84,80.14
16,5.12,53.84,54,23,22,94,53.04
19,3.78,93.47,73,20,53,31,55.49
22,2.26,52.28,77,37,81,40,53.04
22,2.55,92.75,81,32,79,71,68.18
21,10.39,66.83,99,89,87,32,94.03
23,7.48,96.06,67,68,53,70,72.21
21,10.61,64.49,26,66,48,78,52.32
18,9.68,50.66,64,49,79,66,72.5
19,8.41,72.94,32,46,63,36,51.56
18,7.7,75.26,72,91,34,67,67.53
16,1.53,78.13,58,47,64,87,59.97
20,10.6,64.69,37,21,94,34,57.32
16,5.6,42.92,41,39,28,90,41.2
16,7.16,77.6,55,94,54,68,67.93
17,1.24,95.98,72,97,29,57,71.68
19,11.3,97.45,91,43,57,86,76.32
21,10.93,75.81,22,96,48,31,65.11
23,6.98,41.19,81,91,65,57,78.53
18,7.35,46.36,48,63,89,66,78.69
16,8.76,90.04,92,40,92,84,76.44
18,3.91,89.78,27,41,64,30,47.29
18,3.44,96.76,95,92,96,32,83.93
20,8.41,73.83,65,77,72,43,65.0
19,2.15,91.83,75,30,21,77,49.17
19,5.99,89.49,68,99,23,66,69.39
24,6.42,75.37,62,72,90,32,79.45
22,5.19,87.02,29,28,38,78,43.38
19,3.04,47.54,32,86,30,85,50.97
18,4.91,78.35,76,71,51,89,71.54
21,4.71,97.21,21,32,33,42,31.0
18,6.49,49.72,84,20,68,82,59.69
21,8.42,84.64,99,63,88,79,90.57
24,11.65,59.25,61,94,44,48,75.17
21,2.59,89.03,77,43,33,55,46.48
19,10.6,81.83,29,24,58,82,44.69
20,4.13,95.57,82,85,31,86,68.99
21,7.51,82.72,90,39,68,67,65.97
18,7.01,64.62,80,83,37,38,70.66
23,7.13,40.65,20,34,20,75,40.91
19,8.96,87.58,45,87,23,33,57.67
23,5.2,64.51,24,73,31,79,47.62
18,4.51,80.24,54,30,45,34,49.55
22,10.38,46.3,32,42,51,63,51.24
24,3.42,93.46,46,20,98,94,53.72
19,2.98,66.14,31,61,71,47,50.35
23,1.17,95.18,69,66,34,56,57.18
18,3.32,82.42,78,87,27,39,71.24
22,6.7,47.29,50,57,49,31,55.16
18,6.92,74.75,88,21,73,90,74.98
22,3.8,94.6,56,64,86,51,68.94
21,1.8,88.0,21,46,89,39,43.27
17,9.19,65.08,90,96,27,88,72.58
18,9.34,97.3,84,80,82,41,79.24
21,11.98,56.11,22,30,36,92,36.63
19,10.9,62.51,39,88,35,44,57.82
21,11.19,84.98,21,48,64,92,56.37
16,9.78,53.97,61,44,87,94,62.65
16,7.77,70.92,62,97,29,67,74.16
18,2.41,83.73,40,73,99,35,60.87
23,7.85,78.64,64,67,38,35,64.87
23,1.62,49.32,39,65,58,67,48.59
19,10.74,77.78,62,60,69,77,74.56
21,6.3,74.36,69,60,96,44,68.74
23,8.67,73.47,62,80,79,58,73.92
22,1.57,89.56,43,30,87,31,45.01
22,6.88,51.03,79,63,51,45,64.83
19,4.31,85.09,51,51,99,87,69.83
24,4.13,85.66,24,68,83,63,51.34
21,5.29,83.36,21,25,99,72,60.48
18,1.01,70.36,45,76,43,53,65.72
20,6.13,63.73,44,25,47,54,41.3
20,6.35,63.68,69,66,42,70,69.36
20,10.49,84.03,58,82,82,62,71.57
23,5.93,69.87,94,68,75,72,71.04
24,5.0,60.31,30,41,92,46,61.15
24,11.94,77.53,82,86,85,36,88.8
21,7.28,90.22,87,38,57,88,69.06
21,6.2,43.69,37,74,47,56,59.42
24,6.46,98.33,47,53,45,65,52.47
19,9.9,45.8,61,60,79,48,67.98
21,4.75,70.7,79,26,79,44,60.41
19,5.28,73.61,41,76,74,86,59.38
16,9.31,48.29,59,35,44,82,61.16
22,1.8,94.94,81,78,40,31,62.82
21,10.52,68.29,22,57,44,47,43.52
24,5.73,48.59,90,28,77,61,72.57
22,7.39,82.7,82,96,57,58,87.09
22,9.33,79.8,39,53,65,78,59.14
17,3.93,97.77,90,65,94,89,76.11
24,10.79,66.49,90,56,23,57,69.09
24,11.77,56.07,45,62,38,56,58.3
21,6.44,43.6,60,66,81,37,76.25
18,11.31,83.99,22,25,43,52,48.27
16,1.01,77.04,62,57,74,61,59.05
19,10.84,98.36,36,80,44,44,69.29
18,4.42,82.73,72,23,91,69,68.23
16,4.43,95.99,71,24,84,86,53.69
18,3.51,99.49,52,89,87,76,78.17
19,4.49,65.71,99,79,31,39,76.64
23,3.35,49.02,79,96,44,85,73.04
24,10.96,51.75,87,96,40,81,76.6
18,10.89,59.1,75,75,38,92,88.93
21,2.12,70.53,83,78,89,80,87.41
20,2.57,47.35,27,26,71,38,39.88
21,10.48,58.1,88,87,73,70,75.23
19,5.39,58.47,52,50,54,69,53.85
21,2.86,40.25,44,67,22,45,56.65
22,6.62,61.25,90,61,52,54,76.61
24,5.58,46.97,26,49,92,39,50.68
22,3.41,65.78,78,70,26,59,59.35
21,8.93,51.79,52,54,46,38,62.38
16,7.94,89.33,60,81,20,69,63.33
17,2.1,44.83,52,70,59,86,60.63
16,11.18,91.94,48,69,37,75,66.34
24,7.14,74.83,58,49,54,36,59.42
24,3.75,67.52,76,38,58,72,54.27
22,3.27,72.98,83,69,30,77,69.04
17,2.5,62.57,85,73,64,86,69.29
21,5.67,47.66,28,23,94,46,52.58
19,2.49,85.95,48,31,22,54,38.46
16,5.57,95.67,93,34,96,36,72.06
16,2.64,97.0,47,34,71,84,39.86
20,8.22,80.24,72,29,79,48,66.24
17,9.64,64.62,65,80,77,61,81.43
19,7.04,68.7,58,38,73,61,56.49
16,8.48,79.42,95,72,53,55,70.66
19,11.32,89.38,77,91,47,51,72.07
21,8.02,62.47,73,76,80,84,79.2
19,5.01,95.01,25,28,85,86,45.12
16,5.94,59.46,64,48,85,37,62.18
22,10.47,71.85,59,26,56,75,57.38
17,2.44,97.68,42,91,35,34,58.65
24,4.58,96.29,61,36,91,41,67.51
18,7.35,81.74,57,98,94,56,87.94
23,8.44,59.47,35,35,64,40,48.88
23,9.4,53.14,93,90,34,65,82.33
18,4.5,44.81,66,57,23,81,57.88
19,2.6,82.52,40,95,42,31,65.94
17,11.5,70.21,93,66,91,41,84.14
19,1.84,74.34,94,29,99,84,75.3
24,2.05,68.34,40,43,35,60,54.39
17,6.44,68.98,44,69,72,61,65.68
18,10.01,74.28,80,87,29,93,75.22
19,9.52,94.86,73,62,53,88,70.75
20,11.31,41.76,79,56,37,54,61.49
16,2.56,88.1,61,64,72,73,69.91
22,5.13,63.43,80,73,35,72,69.73
22,4.1,84.7,51,62,81,44,60.73
24,10.47,96.91,72,87,71,42,87.75
19,6.37,58.38,63,56,76,74,64.93
21,1.3,45.37,30,60,91,54,54.79
17,8.79,53.94,66,20,83,54,54.28
19,5.28,53.33,79,35,42,39,53.38
17,6.84,84.51,55,56,59,91,60.48
20,10.83,43.71,79,56,33,41,62.26
22,3.82,43.06,52,26,99,58,49.46
16,3.64,81.62,61,59,37,72,55.52
22,3.9,73.4,32,70,55,66,51.92
21,4.72,65.07,33,83,58,40,54.64
21,2.18,74.52,77,41,60,69,55.68
23,8.67,84.11,59,62,20,92,59.57
23,3.28,46.21,84,81,90,51,65.37
21,11.19,73.2,24,73,61,44,62.35
18,3.37,89.47,49,46,43,38,49.88
20,3.81,61.75,64,48,84,93,67.73
17,4.27,85.78,77,35,37,35,51.73
20,9.45,90.73,58,30,33,72,59.13
24,5.7,89.26,31,40,38,49,39.67
16,10.01,79.02,53,28,26,72,40.73
20,9.63,83.04,33,46,83,91,63.13
21,11.22,87.26,57,98,21,81,82.24
22,9.32,84.02,35,42,26,55,53.18
24,1.57,67.1,80,70,47,60,69.82
21,10.21,49.55,78,99,49,84,93.8
20,11.32,58.58,94,22,92,86,72.29
22,11.93,52.43,98,35,55,53,66.64
16,2.38,61.69,93,27,41,94,57.54
20,7.75,69.36,86,61,98,55,66.79
17,3.19,97.54,30,92,97,78,78.79
19,3.89,97.57,30,54,46,67,49.35
22,9.2,86.18,35,90,29,65,58.76
20,11.75,98.81,57,91,41,83,74.74
21,7.54,99.88,49,67,42,38,53.63
17,10.36,93.12,60,73,71,71,74.81
18,1.1,44.77,20,55,61,53,40.65
22,1.4,65.56,57,25,60,69,45.68
17,7.56,72.05,79,90,67,37,73.33
21,5.28,47.44,38,31,88,83,53.59
20,10.79,88.52,78,78,70,40,75.71
16,4.32,48.92,87,84,20,85,76.65
19,5.75,63.0,29,69,75,58,60.84
17,6.81,44.13,36,62,90,71,55.84
19,4.0,71.48,99,62,43,35,70.38
16,10.99,75.82,91,68,34,32,72.36
17,6.11,84.11,48,95,94,94,80.75
23,5.67,60.37,25,74,63,41,53.35
21,10.35,75.43,85,69,68,65,84.58
17,4.43,84.05,82,40,68,85,61.06
21,9.99,85.72,50,32,87,81,62.37
24,2.35,58.1,44,61,93,61,52.68
22,3.01,44.06,40,34,56,85,49.28
24,11.46,42.26,35,69,93,40,65.14
20,10.27,86.08,23,20,61,30,36.06
22,5.27,63.13,65,70,78,35,68.07
22,8.02,48.04,27,53,94,53,64.01
18,11.37,51.07,25,61,29,53,49.49
22,3.33,85.97,72,81,72,38,63.3
16,1.65,75.93,83,51,61,88,66.28
24,6.91,70.08,70,80,27,52,66.34
21,2.57,77.38,82,73,94,46,72.45
20,3.06,48.25,25,93,43,54,65.46
22,10.81,59.14,81,77,70,67,72.82
20,1.08,62.44,52,43,90,32,41.01
20,9.99,58.87,21,46,79,43,46.78
22,6.69,91.86,60,40,40,39,42.32
22,7.15,74.89,35,37,72,43,54.73
18,8.39,83.76,78,74,25,39,70.99
18,5.75,54.2,28,87,50,78,51.74
18,2.27,55.84,88,66,31,91,60.74
21,2.13,53.52,29,73,32,77,43.08
21,9.3,81.28,26,37,68,32,47.4
18,3.43,60.94,85,92,50,76,78.96
18,1.31,64.31,39,83,28,89,62.88
23,11.78,82.55,82,68,46,54,75.66
23,11.78,98.31,23,54,72,36,54.15
22,5.16,49.71,47,58,70,68,57.17
19,1.28,43.76,91,77,91,72,79.54
19,9.0,51.69,54,76,46,75,66.57
18,10.14,84.1,21,25,59,72,44.84
20,2.38,51.68,60,97,81,58,74.15
18,2.49,75.06,47,97,77,56,69.91
23,10.04,75.42,94,39,34,32,54.78
22,11.14,57.67,92,69,58,85,81.31
18,9.7,44.12,20,28,89,93,47.41
24,3.21,63.95,46,95,27,50,59.6
20,5.53,51.21,86,33,54,53,61.41
24,7.61,51.07,58,42,82,49,66.08
22,2.76,71.36,92,67,50,81,71.5
22,3.32,80.39,59,99,61,42,67.39
21,4.11,44.52,47,75,85,72,70.67
17,6.6,74.7,43,59,60,66,58.76
24,6.62,54.77,70,88,20,59,75.37
21,9.96,80.4,75,58,93,44,68.13
23,9.28,88.61,92,93,52,54,80.57
16,11.05,88.42,45,62,56,67,60.06
20,10.16,62.19,71,50,76,72,79.5
16,3.79,74.04,25,89,30,59,55.24
23,4.64,87.62,78,22,66,69,49.0
23,6.5,43.65,31,23,85,88,40.64
16,1.16,76.34,82,46,23,52,57.28
24,10.94,90.19,55,46,96,73,65.14
17,1.49,62.34,28,66,96,30,54.78
24,4.55,67.32,93,79,74,70,79.52
16,7.26,81.92,86,55,31,91,77.64
24,6.7,44.07,48,65,85,89,66.4
19,8.2,63.14,90,80,56,39,73.98
24,6.8,57.74,27,61,42,86,54.78
22,3.52,41.02,62,26,74,71,58.84
21,3.21,51.76,96,49,38,83,65.28
20,10.98,63.75,54,69,86,71,62.06
24,3.9,51.85,41,66,42,40,54.39
17,4.09,76.14,99,59,23,40,56.43
17,5.54,66.92,98,24,37,33,47.59
24,2.53,42.37,85,89,31,78,67.97
18,6.58,56.5,40,77,54,51,59.93
23,8.32,41.17,90,63,46,66,77.98
24,9.65,61.49,60,90,62,39,62.23
23,8.83,55.55,60,51,97,49,68.51
19,2.62,81.29,68,98,86,79,88.54
16,6.02,58.44,23,96,88,60,66.73
19,1.42,62.51,84,93,83,73,85.17
24,1.2,83.52,29,59,71,60,55.21
17,5.84,68.86,86,76,36,70,68.26
18,3.78,73.39,29,30,52,33,41.26
23,8.52,90.48,92,59,91,43,80.01
21,8.97,52.41,36,66,71,75,60.8
23,10.85,99.35,86,21,54,83,73.19
22,9.37,94.01,72,71,39,62,68.53
20,1.53,57.19,54,91,64,59,73.89
24,5.09,93.58,23,68,96,38,57.51
19,4.0,85.24,87,78,87,67,80.56
21,5.25,95.85,30,57,69,72,55.1
17,2.76,81.47,63,35,77,36,60.02
17,2.07,80.47,79,97,49,69,70.93
17,6.73,40.21,89,46,89,91,77.33
22,8.92,68.48,81,93,21,84,77.64
17,8.72,52.02,51,47,98,64,67.27
17,5.96,59.44,65,85,53,72,80.98
24,6.75,98.73,42,64,71,40,59.49
22,6.68,45.13,56,52,35,31,63.98
18,8.61,83.35,94,79,62,34,84.65
18,1.53,50.38,77,69,83,69,63.86
22,8.81,40.44,62,65,46,75,58.47
20,7.4,70.09,34,54,84,50,63.01
21,3.18,49.67,86,60,32,38,55.41
23,1.54,97.93,21,77,59,56,54.21
24,2.19,52.22,90,96,51,46,71.57
16,6.77,51.52,24,74,86,55,58.01
18,9.34,41.93,72,24,33,74,51.41
22,4.68,59.79,64,24,77,84,62.02
21,5.17,41.45,60,41,65,69,55.45
22,11.28,69.93,82,53,94,45,83.83
23,3.34,70.34,91,84,78,61,75.63
21,2.14,43.19,51,78,84,64,69.82
18,4.78,54.4,21,36,52,93,44.57
17,9.21,89.93,29,70,65,93,57.99
22,7.89,67.75,62,68,73,44,65.01
16,5.57,66.08,62,28,85,71,58.46
18,11.61,81.93,86,93,23,79,86.17
19,9.08,82.89,42,34,73,61,54.59
16,1.68,85.72,79,48,23,59,64.63
20,9.19,89.83,25,72,36,53,52.16
18,1.26,53.94,32,44,99,50,51.84
17,8.15,43.98,40,47,92,71,67.21
18,3.32,62.82,77,42,93,87,62.61
23,8.66,91.31,47,22,90,31,59.59
21,4.41,44.68,89,52,92,45,67.86
22,10.6,74.56,27,90,74,36,64.9
21,4.71,82.06,96,88,67,84,86.28
21,7.82,68.88,77,36,68,44,57.82
18,4.15,55.31,59,86,42,52,76.63
23,11.09,59.58,20,86,46,30,57.33
22,9.59,44.3,96,53,44,42,68.6
22,3.68,57.56,84,27,43,55,50.39
21,11.44,42.66,29,64,99,81,60.75
20,4.93,83.58,79,79,99,42,85.37
23,8.17,93.88,88,75,39,84,75.25
20,9.17,78.01,39,89,72,58,71.8
24,1.25,79.4,81,41,93,47,60.03
24,11.55,68.33,32,52,45,31,54.41
16,4.79,49.36,77,69,79,56,70.09
21,3.09,40.46,56,90,21,79,52.23
22,10.36,60.64,29,65,22,71,49.92
18,8.73,85.09,22,71,75,39,62.23
22,1.95,97.63,53,93,85,38,74.05
22,2.29,65.87,53,85,44,32,60.52
17,8.87,61.92,49,40,87,67,61.11
22,1.82,66.76,56,43,34,59,47.45
16,11.09,65.67,87,67,26,43,65.44
20,9.16,77.55,53,32,90,31,63.92
24,4.69,84.05,51,83,60,37,63.76
22,4.99,87.1,77,24,79,47,56.69
22,6.57,78.98,43,37,63,42,59.18
17,4.97,66.26,28,94,52,75,68.15
23,9.62,97.01,60,56,85,83,73.45
18,11.72,82.66,43,73,42,41,59.45
23,7.43,65.6,44,51,83,69,59.87
18,5.91,66.79,55,47,25,67,45.75
22,3.45,89.08,27,64,82,41,59.89
17,8.19,66.43,78,47,62,54,74.64
19,8.54,70.98,54,84,44,64,70.13
21,8.54,57.49,57,89,27,45,71.45
24,1.3,90.33,51,94,56,74,72.0
20,10.89,71.34,70,61,78,42,64.39
24,4.72,73.15,47,52,47,53,59.31
20,9.19,92.84,75,35,72,31,61.67
23,9.36,95.23,27,32,90,39,53.26
16,8.16,89.45,60,40,74,48,56.32
22,5.34,43.92,42,78,55,53,50.17
19,7.69,66.61,73,66,81,90,73.53
20,1.44,60.6,42,58,34,34,45.8
21,9.38,52.81,51,62,73,63,65.9
20,2.1,94.54,29,46,80,93,58.26
16,5.36,93.4,54,56,73,41,62.29
24,2.14,67.92,82,22,88,88,63.54
17,10.21,48.07,86,95,48,50,77.09
24,7.05,40.8,55,26,46,76,59.14
17,8.6,66.31,68,77,87,82,89.43
24,8.51,42.4,65,39,31,68,54.75
21,10.26,76.57,46,98,42,60,63.05
24,2.46,76.5,50,84,69,75,69.22
21,8.26,93.94,53,93,94,86,76.48
21,7.33,51.4,95,33,95,66,65.69
17,1.34,62.28,78,98,92,56,86.03
23,3.22,91.57,73,68,46,58,60.29
18,3.94,68.46,85,93,78,47,77.95
22,1.8,43.58,49,56,28,33,48.67
20,4.9,46.65,92,25,52,30,57.29
18,1.3,88.81,42,25,89,53,52.23
16,7.09,84.62,28,47,70,71,62.73
23,3.33,92.55,74,97,59,89,76.73
18,4.16,47.13,20,32,25,53,33.42
17,11.02,85.63,75,32,23,85,66.17
16,6.53,79.31,58,29,22,47,39.99
19,3.96,53.94,37,99,32,94,61.94
23,7.58,98.43,61,58,45,39,64.16
18,3.22,74.22,92,98,53,46,72.43
16,1.82,94.41,94,42,96,87,76.09
19,1.23,91.55,84,56,72,64,66.96
24,11.47,59.99,94,27,66,33,60.82
16,8.97,72.16,52,79,27,73,69.1
17,9.8,65.88,49,24,95,57,62.65
24,11.79,82.54,24,46,27,40,47.02
17,11.25,75.28,69,38,38,32,59.57
18,9.11,87.09,84,62,93,32,75.54
22,8.63,40.71,29,62,51,54,52.4
18,4.71,81.27,79,54,40,41,55.88
24,2.14,59.14,96,74,83,78,84.01
21,7.31,53.45,46,80,42,85,58.94
18,7.34,88.07,91,66,90,82,81.33
24,11.47,45.35,47,96,61,39,65.72
16,5.87,53.71,64,75,54,48,65.96
18,8.6,52.22,71,37,21,76,52.68
16,7.32,65.19,85,84,90,83,88.38
17,2.94,59.34,81,72,95,36,70.6
23,7.51,83.23,95,30,71,68,65.15
22,6.94,81.96,96,20,36,61,60.17
17,6.43,59.53,79,27,28,52,50.27
17,6.65,66.22,59,38,71,79,74.26
24,2.8,52.47,34,74,22,48,49.82
21,6.1,80.25,26,35,41,54,41.7
20,7.66,63.77,58,85,73,54,78.96
21,6.38,47.97,70,31,55,35,57.53
24,6.38,47.64,26,93,58,44,60.31
22,1.85,59.34,31,81,37,92,69.94
24,3.1,84.84,33,77,46,49,59.7
19,4.53,41.53,53,40,86,72,52.58
17,5.61,55.47,58,56,32,33,49.68
23,7.53,49.75,92,24,36,35,45.31
19,10.5,97.39,83,89,80,88,82.69
24,2.75,82.32,31,51,37,81,61.43
19,1.17,53.99,53,86,36,48,64.13
23,5.94,52.45,46,29,75,55,42.15
24,5.75,91.48,41,88,67,77,69.14
24,7.07,51.41,37,81,35,84,57.48
19,10.17,99.82,65,56,44,88,80.62
16,9.83,56.94,63,66,84,67,61.46
18,2.1,45.06,37,68,46,34,44.93
24,11.27,81.46,56,43,33,71,53.75
19,2.21,76.58,26,45,69,64,43.61
20,7.98,99.99,87,74,48,32,74.04
22,8.4,88.13,99,26,47,70,69.74
20,8.48,65.73,79,97,40,61,74.65
19,3.92,80.6,67,60,43,65,60.11
17,4.63,89.07,70,21,65,59,49.74
17,7.04,70.82,71,49,79,68,63.64
19,3.2,56.37,96,39,39,89,64.74
24,1.22,52.61,71,75,71,85,73.04
23,7.18,57.72,73,93,41,87,66.35
18,6.12,90.88,60,43,87,55,59.8
24,8.22,62.83,61,31,35,34,46.38
20,2.61,57.2,41,34,40,85,42.11
18,10.25,88.35,58,92,63,62,75.44
20,2.61,41.92,42,67,81,38,44.42
19,10.8,75.64,67,80,40,61,76.35
23,5.94,92.42,52,90,30,57,63.49
20,7.05,64.61,60,47,79,52,76.24
23,10.86,56.16,49,22,56,91,56.6
24,4.3,69.5,97,35,63,77,68.87
19,3.0,83.05,66,55,41,91,55.97
22,5.9,71.0,76,23,85,85,60.76
17,3.69,40.46,91,28,62,65,63.71
21,6.81,44.7,76,31,94,65,63.92
23,4.03,83.28,81,93,40,85,72.75
22,10.51,64.0,76,63,52,36,77.1
22,7.68,87.09,87,85,36,61,77.52
23,1.0,78.97,91,38,55,30,61.45
22,9.86,74.89,44,32,33,87,48.52
20,4.63,94.08,59,74,56,49,70.66
22,4.52,41.28,36,84,50,63,55.48
18,5.21,49.3,99,89,23,80,81.76
20,7.93,77.46,67,22,25,65,46.44
22,5.86,43.95,58,44,69,55,65.16
24,7.91,78.7,34,71,96,62,73.99
17,2.61,99.05,36,35,57,30,40.74
19,11.67,92.73,54,62,98,79,88.04
22,9.03,75.46,52,75,24,64,61.32
16,3.75,93.64,37,87,57,64,71.43
17,8.97,46.98,49,27,43,88,44.42
24,7.33,67.28,56,99,37,42,71.1
22,2.2,65.72,26,63,51,51,49.13
22,2.96,60.19,93,57,90,85,75.04
21,1.45,40.01,99,42,91,34,71.93
18,9.9,93.46,47,25,49,72,58.05
18,7.07,86.66,37,62,49,84,60.82
17,4.48,79.17,66,63,24,44,57.58
21,2.39,47.74,42,99,23,71,59.72
19,6.32,62.69,39,99,70,38,70.24
20,6.78,95.46,50,42,28,86,56.24
18,8.72,77.02,33,35,74,39,53.98
21,11.67,76.2,42,95,52,93,77.38
18,5.78,94.79,21,28,50,70,39.05
23,5.47,73.59,48,28,73,42,54.9
24,5.07,75.86,69,77,80,45,75.21
19,10.1,60.74,92,84,85,89,92.1
24,2.72,62.29,78,78,39,60,64.89
22,4.78,81.14,52,42,95,84,68.59
18,8.97,59.23,67,88,80,63,69.05
22,1.17,73.55,63,38,55,33,48.98
16,4.18,56.75,31,54,39,84,46.09
18,8.06,49.97,61,74,64,88,68.94
21,3.05,67.26,54,59,65,70,58.5
19,4.33,53.05,60,33,37,76,44.0
22,6.35,93.91,74,32,89,56,63.46
18,5.64,58.22,32,72,93,50,56.53
16,2.17,75.84,58,99,37,40,66.17
24,11.32,55.81,85,58,83,51,81.53
21,1.49,55.48,54,84,53,52,66.47
23,9.25,61.04,91,75,98,94,92.3
18,1.79,94.95,52,59,22,88,49.93
23,6.14,63.49,55,65,91,57,62.66
17,2.93,89.28,32,96,30,54,53.45
19,2.55,51.84,75,26,65,30,49.43
18,2.38,42.89,65,64,61,61,57.98
16,5.98,86.9,92,41,36,58,74.37
22,6.67,72.51,65,26,66,49,58.11
17,2.47,70.22,63,71,49,75,65.96
19,11.77,56.33,65,87,62,86,80.78
24,3.84,44.34,93,89,27,41,67.0
21,6.05,68.97,88,86,59,68,79.98
23,3.38,92.03,50,22,90,37,54.2
17,6.43,47.2,43,77,39,57,62.04
22,9.32,95.75,51,86,95,60,80.14
21,6.73,56.48,86,73,47,44,73.75
24,4.14,71.93,35,28,47,89,41.85
22,3.73,43.99,76,73,78,68,64.56
16,9.35,65.5,43,99,81,50,81.44
23,2.3,47.55,53,70,99,37,61.72
18,5.07,42.88,71,35,93,71,60.87
17,2.67,97.99,67,31,73,88,55.53
18,3.84,83.81,72,39,26,49,52.33
21,2.68,83.14,74,72,87,90,73.9
18,10.75,45.43,57,50,43,40,63.37
20,9.05,95.76,21,40,60,61,56.04
21,7.17,68.17,88,22,73,33,62.22
23,3.47,91.14,72,40,33,58,49.95
22,6.61,40.76,69,47,63,34,67.65
23,6.73,57.89,48,24,68,68,56.27
18,7.49,99.76,93,90,82,52,84.4
19,1.66,65.67,74,88,64,45,72.69
21,11.7,93.31,80,92,91,79,93.56
22,6.12,59.68,69,66,96,40,74.73
24,11.19,71.52,35,39,26,77,48.74
16,1.11,91.25,89,57,22,63,60.1
23,3.72,76.35,63,56,66,50,75.51
23,2.14,83.51,35,77,80,92,67.75
21,9.47,53.73,47,36,90,46,54.83
19,4.52,49.35,76,61,49,63,61.5
18,10.25,53.82,45,51,24,80,62.31
18,10.16,69.58,30,81,91,53,67.33
21,8.35,88.06,20,40,26,51,35.29
23,8.32,61.24,88,52,58,39,68.11
22,8.7,73.89,62,86,21,34,62.37
16,8.41,88.29,65,25,62,60,64.19
21,5.26,54.33,55,85,31,53,68.92
22,8.51,92.98,85,51,47,40,64.85
22,10.87,97.18,76,83,38,80,81.76
24,4.66,42.34,25,45,47,77,43.85
20,11.39,43.55,81,81,95,33,78.96
16,1.15,45.46,46,24,89,37,55.13
17,4.84,86.61,45,30,38,36,52.27
19,2.45,51.36,32,93,83,61,67.03
20,2.39,83.54,95,98,28,51,72.11
24,9.97,66.48,37,68,60,65,57.21
16,11.1,90.18,57,97,69,58,83.36
18,9.56,88.51,25,81,29,90,66.15
20,11.74,97.58,47,79,93,82,80.53
18,3.38,55.06,24,96,73,44,66.61
19,2.55,53.75,78,21,29,77,47.52
18,6.73,41.89,98,78,26,83,71.8
19,10.12,64.62,92,95,51,93,89.15
16,1.44,67.54,64,44,73,79,50.04
23,11.95,97.87,72,87,89,76,86.15
19,7.62,89.85,21,61,82,42,60.78
22,11.77,50.01,68,95,53,43,64.61
17,5.02,87.91,92,90,62,38,73.61
17,6.04,50.7,82,74,24,57,64.86
21,9.28,44.67,89,57,38,67,62.76
17,9.72,90.22,77,62,73,41,71.3
21,3.56,98.56,23,89,33,42,42.79
17,11.23,45.29,49,72,29,50,62.59
19,10.54,88.84,76,40,68,84,76.17
22,1.2,91.55,66,39,30,67,42.86
23,2.41,47.13,37,38,50,81,46.71
18,6.46,57.0,63,52,85,55,64.9
24,6.07,84.02,71,82,29,51,69.04
17,8.79,88.46,68,87,40,80,82.29
23,1.99,61.24,49,79,20,66,48.67
23,8.09,49.6,71,38,65,74,69.29
19,7.78,78.9,56,47,94,66,75.85
16,3.57,82.12,82,41,93,43,58.88
16,6.97,70.22,31,70,39,47,57.74
17,3.44,48.7,36,82,40,36,48.68
24,2.62,90.67,53,81,56,89,70.88
17,7.3,78.72,47,48,33,87,50.58
17,11.75,92.15,23,93,77,84,70.92
21,3.61,95.98,65,51,76,63,61.54
22,4.91,88.34,33,92,76,74,64.47
22,3.82,97.52,32,44,88,32,56.08
24,3.93,97.26,77,35,89,69,69.53
21,5.45,77.16,68,34,43,82,59.01
23,8.72,83.69,69,78,99,60,80.19
21,1.43,81.96,86,67,79,52,71.52
17,11.53,77.27,40,37,42,94,56.92
16,1.51,41.16,99,42,66,84,63.85
20,10.69,61.35,70,74,57,41,68.9
24,10.84,46.0,57,61,99,30,74.82
